account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_mrr,avg_sub_mrr,max_sub_mrr,total_subscriptions_count,upgrade_count,downgrade_count,annual_billing_count,monthly_billing_count,first_sub_date,last_sub_date,net_expansion_score,annual_billing_ratio,total_feature_events,total_duration_hours,avg_session_duration_mins,total_errors,distinct_features_used,beta_feature_events,error_rate_per_100_events,beta_feature_usage_ratio,total_tickets,avg_csat,min_csat,avg_first_response_min,avg_resolution_hours,total_escalations,urgent_tickets,high_tickets,escalation_rate_pct,urgent_ticket_ratio,churn_reason,refund_amount_usd,is_reactivation,churn_date,mrr_per_seat,signup_dt,churn_dt,tenure_days,tenure_months
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,0,0,14638.0,914.875,4776.0,16,2,0,11,5,2024-05-09,2024-12-31,2,0.6875,84,67.02083333333333,47.87202380952381,42,37,9,50.0,0.10714285714285714,2,3.0,3.0,108.0,42.0,0,1,0.0,0.0,0.5,competitor,32.73,False,2024-12-14,4879.333333333333,2024-03-07,2024-12-14,282,9.3
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,0,0,83886.0,10485.75,18507.0,8,0,0,5,3,2024-07-23,2024-12-20,0,0.625,46,35.535,46.35,23,27,5,50.0,0.10869565217391304,1,3.0,3.0,128.0,13.0,0,0,0.0,0.0,0.0,,0.0,,,902.0,2024-07-06,,178,5.8
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,0,0,5771.0,1923.6666666666667,5771.0,3,0,0,2,1,2024-11-16,2024-12-28,0,0.6666666666666666,20,20.04722222222222,60.141666666666666,7,15,3,35.0,0.15,6,3.6666666666666665,3.0,81.0,26.166666666666668,0,2,0.0,0.0,0.3333333333333333,,0.0,,,199.0,2024-10-27,,65,2.1
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,0,0,7693.0,1282.1666666666667,1960.0,6,1,1,2,4,2024-01-22,2024-12-17,0,0.3333333333333333,29,24.550833333333333,50.7948275862069,12,24,6,41.37931034482759,0.20689655172413793,4,4.0,3.0,60.5,31.25,0,2,0.0,0.0,0.5,unknown,0.0,False,2024-11-13,197.25641025641025,2023-09-11,2024-11-13,429,14.1
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,1,0,42403.0,2826.866666666667,5572.0,15,0,0,7,8,2023-11-24,2024-11-18,0,0.4666666666666667,85,71.79583333333333,50.67941176470588,54,37,10,63.52941176470588,0.11764705882352941,5,5.0,5.0,116.2,36.2,0,1,1.0,0.0,0.4,features,0.0,False,2024-03-24,1514.392857142857,2023-09-02,2024-03-24,204,6.7
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,0,0,15468.0,2209.714285714286,4975.0,7,0,0,2,5,2023-10-14,2024-08-21,0,0.2857142857142857,36,22.663055555555555,37.77175925925926,19,26,2,52.77777777777778,0.05555555555555555,5,4.333333333333333,4.0,68.4,32.8,0,1,2.0,0.0,0.6,budget,43.53,False,2024-07-22,1104.857142857143,2023-08-12,2024-07-22,345,11.3
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,0,1,12015.0,2403.0,8955.0,5,0,1,2,3,2024-10-02,2024-12-14,-1,0.4,21,16.628888888888888,47.511111111111106,11,15,1,52.38095238095239,0.047619047619047616,6,3.6666666666666665,3.0,68.33333333333333,32.5,1,1,1.0,16.666666666666664,0.3333333333333333,budget,102.86,False,2024-10-13,267.0,2024-09-12,2024-10-13,31,1.0
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,1,0,19006.0,1727.8181818181818,9353.0,11,1,0,7,4,2023-11-25,2024-12-16,1,0.6363636363636364,57,45.706944444444446,48.1125730994152,40,33,3,70.17543859649122,0.05263157894736842,4,5.0,5.0,80.25,22.5,1,3,0.0,25.0,0.75,features,43.03,False,2024-03-23,404.3829787234043,2023-11-15,2024-03-23,129,4.2
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,0,0,30385.0,5064.166666666667,11741.0,6,0,1,5,1,2024-11-27,2024-12-28,-1,0.8333333333333334,17,12.069166666666666,42.597058823529416,16,13,0,94.11764705882352,0.0,7,4.2,3.0,78.0,33.0,0,3,2.0,0.0,0.7142857142857143,,0.0,,,515.0,2024-11-24,,37,1.2
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,0,0,33122.0,2547.846153846154,8955.0,13,3,2,9,4,2024-08-31,2024-12-24,1,0.6923076923076923,62,49.82666666666667,48.21935483870968,37,34,6,59.67741935483871,0.0967741935483871,3,4.5,4.0,102.66666666666667,45.333333333333336,0,1,0.0,0.0,0.3333333333333333,competitor,15.46,False,2024-10-31,1743.2631578947369,2024-08-29,2024-10-31,63,2.1
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,0,0,12422.0,1242.2,4378.0,10,1,1,4,6,2024-09-06,2024-12-25,0,0.4,55,51.66222222222222,56.35878787878788,29,31,9,52.72727272727272,0.16363636363636364,4,5.0,5.0,82.0,28.0,1,1,3.0,25.0,1.0,features,0.0,True,2024-11-13,1774.5714285714287,2024-09-06,2024-11-13,68,2.2
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,0,1,44077.0,2938.4666666666667,8955.0,15,0,2,9,6,2024-01-05,2024-12-17,-2,0.6,72,57.47027777777778,47.891898148148144,45,30,7,62.5,0.09722222222222222,6,5.0,5.0,67.83333333333333,37.833333333333336,1,1,1.0,16.666666666666664,0.3333333333333333,,0.0,,,1421.8387096774193,2023-12-22,,375,12.3
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,1,0,10963.0,913.5833333333334,2985.0,12,1,2,6,6,2024-06-15,2024-11-16,-1,0.5,51,41.78638888888889,49.16045751633987,35,28,4,68.62745098039215,0.0784313725490196,3,5.0,5.0,88.0,32.666666666666664,0,1,0.0,0.0,0.3333333333333333,,0.0,,,843.3076923076923,2024-06-02,,212,7.0
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,0,0,8353.0,928.1111111111111,3184.0,9,1,0,7,2,2023-06-08,2024-12-04,1,0.7777777777777778,55,44.68,48.74181818181818,30,28,3,54.54545454545454,0.05454545454545454,2,3.0,3.0,107.0,10.0,0,2,0.0,0.0,1.0,,0.0,,,759.3636363636364,2023-04-19,,622,20.4
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,1,0,11730.0,1066.3636363636363,6567.0,11,2,0,4,7,2023-08-25,2024-10-21,2,0.36363636363636365,64,59.715555555555554,55.983333333333334,40,31,2,62.5,0.03125,2,3.0,3.0,86.5,68.5,1,0,0.0,50.0,0.0,competitor,0.0,False,2024-07-12,5865.0,2023-06-06,2024-07-12,402,13.2
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,1,1,14087.0,1565.2222222222222,6965.0,9,2,1,2,7,2023-12-10,2024-12-31,1,0.2222222222222222,46,37.48972222222222,48.89963768115942,28,28,4,60.86956521739131,0.08695652173913043,6,4.333333333333333,3.0,86.5,41.0,0,2,1.0,0.0,0.5,,0.0,,,741.421052631579,2023-10-04,,454,14.9
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,1,0,30264.0,2522.0,11741.0,12,0,1,5,7,2024-04-25,2024-12-20,-1,0.4166666666666667,57,46.68083333333333,49.137719298245614,25,33,6,43.859649122807014,0.10526315789473684,5,4.0,3.0,61.4,39.2,0,1,1.0,0.0,0.4,features,0.0,False,2024-12-01,1261.0,2024-04-21,2024-12-01,224,7.4
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,1,1,7586.0,1517.2,4776.0,5,0,1,2,3,2024-03-30,2024-08-01,-1,0.4,24,23.570833333333333,58.927083333333336,4,20,1,16.666666666666664,0.041666666666666664,3,4.333333333333333,3.0,63.0,44.666666666666664,0,2,1.0,0.0,1.0,competitor,0.0,False,2024-06-29,316.0833333333333,2023-11-27,2024-06-29,215,7.1
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,0,0,26230.0,3747.1428571428573,17114.0,7,0,0,3,4,2024-06-01,2024-12-13,0,0.42857142857142855,20,21.512777777777778,64.53833333333334,10,16,1,50.0,0.05,1,4.0,4.0,48.0,47.0,0,0,1.0,0.0,1.0,unknown,0.0,False,2024-08-30,305.0,2024-04-06,2024-08-30,146,4.8
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,0,0,22423.0,2802.875,9751.0,8,1,1,2,6,2024-11-17,2024-12-28,0,0.25,42,34.38944444444444,49.12777777777777,11,24,7,26.190476190476193,0.16666666666666666,5,4.2,3.0,88.8,24.2,0,3,0.0,0.0,0.6,unknown,0.0,False,2024-12-06,679.4848484848485,2024-11-15,2024-12-06,21,0.7
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,0,1,16229.0,2318.4285714285716,6766.0,7,0,0,2,5,2023-08-08,2024-10-30,0,0.2857142857142857,32,25.060555555555556,46.98854166666667,15,23,3,46.875,0.09375,1,3.981276595744681,,136.0,64.0,0,0,0.0,0.0,0.0,pricing,0.0,False,2023-07-31,601.074074074074,2023-07-06,2023-07-31,25,0.8
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,0,0,22959.0,2869.875,5970.0,8,2,0,3,5,2023-10-24,2024-09-12,2,0.375,32,29.95888888888889,56.172916666666666,14,25,5,43.75,0.15625,5,3.6666666666666665,3.0,94.0,22.2,1,1,1.0,20.0,0.4,support,146.86,False,2024-06-25,765.3,2023-10-14,2024-06-25,255,8.4
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,1,0,30719.0,2559.9166666666665,9353.0,12,1,0,9,3,2023-02-05,2024-12-16,1,0.75,56,48.10638888888889,51.54255952380952,23,29,10,41.07142857142857,0.17857142857142858,3,4.333333333333333,3.0,67.0,46.333333333333336,0,1,0.0,0.0,0.3333333333333333,support,0.0,False,2024-06-04,653.5957446808511,2023-01-11,2024-06-04,510,16.8
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,0,1,1796.0,299.3333333333333,1274.0,6,1,0,3,3,2024-03-09,2024-12-27,1,0.5,20,15.075277777777778,45.225833333333334,5,14,2,25.0,0.1,3,3.981276595744681,,85.33333333333333,18.333333333333332,0,2,0.0,0.0,0.6666666666666666,features,17.06,True,2024-11-18,1796.0,2024-02-21,2024-11-18,271,8.9
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,1,0,18492.0,1849.2,12736.0,10,1,2,4,6,2024-05-24,2024-12-19,-1,0.4,47,42.45166666666667,54.193617021276594,22,27,7,46.808510638297875,0.14893617021276595,2,4.0,3.0,98.0,38.5,1,1,0.0,50.0,0.5,,0.0,,,9246.0,2024-05-02,,243,8.0
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,0,0,28379.0,2183.0,7562.0,13,1,3,5,8,2024-01-10,2024-11-24,-2,0.38461538461538464,60,59.32055555555556,59.32055555555555,32,31,8,53.333333333333336,0.13333333333333333,6,4.0,3.0,71.0,31.5,0,1,0.0,0.0,0.16666666666666666,budget,0.0,False,2024-03-17,1051.0740740740741,2023-10-29,2024-03-17,140,4.6
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,0,0,11197.0,746.4666666666667,2587.0,15,2,0,8,7,2024-11-10,2024-12-31,2,0.5333333333333333,70,59.63361111111111,51.11452380952381,31,32,6,44.285714285714285,0.08571428571428572,6,4.4,4.0,79.16666666666667,37.333333333333336,0,1,1.0,0.0,0.3333333333333333,features,0.0,True,2024-12-23,1244.111111111111,2024-11-10,2024-12-23,43,1.4
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,0,1,2104.0,701.3333333333334,1764.0,3,0,0,2,1,2024-06-27,2024-12-30,0,0.6666666666666666,20,17.686944444444446,53.060833333333335,15,15,1,75.0,0.05,6,3.6666666666666665,3.0,86.16666666666667,30.166666666666668,0,1,1.0,0.0,0.3333333333333333,features,19.34,False,2024-12-25,420.8,2023-12-19,2024-12-25,372,12.2
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,1,0,66010.0,7334.444444444444,13930.0,9,2,1,2,7,2024-01-08,2024-11-19,1,0.2222222222222222,51,45.18694444444444,53.16111111111111,28,33,8,54.90196078431373,0.1568627450980392,4,3.0,3.0,88.25,37.25,1,2,0.0,25.0,0.5,support,0.0,False,2024-03-02,943.0,2023-12-27,2024-03-02,66,2.2
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,0,1,37847.0,3153.9166666666665,13930.0,12,3,2,7,5,2023-06-27,2024-11-19,1,0.5833333333333334,59,59.07083333333333,60.07203389830509,43,32,5,72.88135593220339,0.0847457627118644,1,4.0,4.0,132.0,17.0,1,0,0.0,100.0,0.0,,0.0,,,2523.133333333333,2023-05-04,,607,19.9
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,0,0,23833.0,2166.6363636363635,7164.0,11,1,0,7,4,2023-09-10,2024-12-08,1,0.6363636363636364,56,48.1225,51.55982142857143,33,29,6,58.92857142857143,0.10714285714285714,7,3.6666666666666665,3.0,69.85714285714286,31.714285714285715,0,1,2.0,0.0,0.42857142857142855,,0.0,,,1489.5625,2023-07-09,,541,17.8
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,0,0,7513.0,683.0,1617.0,11,1,0,7,4,2024-09-16,2024-12-08,1,0.6363636363636364,66,57.57861111111111,52.344191919191914,46,32,6,69.6969696969697,0.09090909090909091,2,3.5,3.0,72.0,41.0,0,0,0.0,0.0,0.0,,0.0,,,395.42105263157896,2024-08-26,,127,4.2
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,0,0,6321.0,1053.5,1764.0,6,1,0,0,6,2023-11-02,2024-10-17,1,0.0,23,17.61611111111111,45.95507246376812,24,17,4,104.34782608695652,0.17391304347826086,5,3.981276595744681,,79.4,36.0,1,0,0.0,20.0,0.0,,0.0,,,332.6842105263158,2023-10-31,,427,14.0
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,0,0,9669.0,879.0,2587.0,11,0,0,4,7,2024-12-26,2024-12-31,0,0.36363636363636365,47,33.8125,43.16489361702127,43,25,5,91.48936170212765,0.10638297872340426,7,4.5,4.0,83.42857142857143,38.0,0,3,2.0,0.0,0.7142857142857143,,0.0,,,9669.0,2024-12-26,,5,0.2
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,0,0,44815.0,3734.5833333333335,9552.0,12,1,0,5,7,2024-07-22,2024-12-29,1,0.4166666666666667,50,47.250277777777775,56.70033333333333,31,29,4,62.0,0.08,4,3.75,3.0,116.5,37.5,0,1,1.0,0.0,0.5,,0.0,,,1018.5227272727273,2024-07-20,,164,5.4
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,0,0,12569.0,1256.9,2786.0,10,0,0,5,5,2024-06-01,2024-12-23,0,0.5,49,39.124722222222225,47.9078231292517,27,27,4,55.10204081632652,0.08163265306122448,2,4.5,4.0,152.0,41.0,0,0,1.0,0.0,0.5,,0.0,,,2094.8333333333335,2024-05-17,,228,7.5
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,0,1,27873.0,3097.0,16517.0,9,2,0,4,5,2024-05-29,2024-12-31,2,0.4444444444444444,41,37.18,54.40975609756097,12,24,4,29.268292682926827,0.0975609756097561,2,3.981276595744681,,82.5,50.0,0,0,0.0,0.0,0.0,,0.0,,,3484.125,2024-04-25,,250,8.2
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,0,0,133298.0,8886.533333333333,14527.0,15,3,0,10,5,2023-09-23,2024-12-31,3,0.6666666666666666,86,69.80111111111111,48.6984496124031,54,34,6,62.7906976744186,0.06976744186046512,4,4.5,4.0,92.5,43.25,0,3,0.0,0.0,0.75,competitor,4.45,False,2024-08-07,1826.0,2023-09-16,2024-08-07,326,10.7
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,0,0,40713.0,3131.769230769231,11940.0,13,3,0,7,6,2024-06-27,2024-12-06,3,0.5384615384615384,62,54.11083333333333,52.36532258064516,41,29,4,66.12903225806451,0.06451612903225806,1,3.981276595744681,,77.0,49.0,0,0,0.0,0.0,0.0,pricing,0.0,False,2024-07-16,2714.2,2024-05-18,2024-07-16,59,1.9
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,0,0,10575.0,1510.7142857142858,6169.0,7,0,0,3,4,2023-08-07,2024-07-05,0,0.42857142857142855,38,26.166666666666668,41.315789473684205,31,28,1,81.57894736842105,0.02631578947368421,0,3.981276595744681,,88.48,35.861,0,0,,0.0,0.0,budget,0.0,False,2024-09-09,459.7826086956522,2023-06-02,2024-09-09,465,15.3
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,0,0,36041.0,3604.1,12139.0,10,2,0,5,5,2023-07-21,2024-12-11,2,0.5,63,56.2025,53.52619047619047,36,32,6,57.14285714285714,0.09523809523809523,9,3.5,3.0,71.44444444444444,40.888888888888886,0,3,1.0,0.0,0.4444444444444444,features,0.0,False,2024-12-07,1060.0294117647059,2023-05-02,2024-12-07,585,19.2
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,0,0,15161.0,1516.1,5373.0,10,4,1,7,3,2024-09-26,2024-12-26,3,0.7,54,43.83111111111111,48.70123456790123,30,30,7,55.55555555555556,0.12962962962962962,8,3.0,3.0,73.375,30.75,0,0,1.0,0.0,0.125,pricing,2.4,False,2024-10-09,797.9473684210526,2024-09-25,2024-10-09,14,0.5
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,1,1,51680.0,5168.0,7960.0,10,0,0,4,6,2024-04-07,2024-12-16,0,0.4,43,30.299722222222222,42.27868217054264,25,29,3,58.139534883720934,0.06976744186046512,3,5.0,5.0,116.33333333333333,20.666666666666668,0,1,1.0,0.0,0.6666666666666666,unknown,0.0,False,2024-04-17,1292.0,2024-03-29,2024-04-17,19,0.6
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,0,0,17289.0,1571.7272727272727,9154.0,11,0,3,5,6,2024-08-05,2024-12-29,-3,0.45454545454545453,61,53.23638888888889,52.36366120218579,49,33,5,80.32786885245902,0.08196721311475409,3,4.0,4.0,69.0,17.0,0,2,0.0,0.0,0.6666666666666666,pricing,47.17,False,2024-11-13,1921.0,2024-08-05,2024-11-13,100,3.3
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,0,0,23905.0,2390.5,10945.0,10,1,1,4,6,2024-10-20,2024-12-29,0,0.4,50,42.285555555555554,50.742666666666665,36,28,7,72.0,0.14,5,3.2,3.0,75.6,40.0,0,4,1.0,0.0,1.0,pricing,0.0,False,2024-11-09,7968.333333333333,2024-10-02,2024-11-09,38,1.2
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,0,0,69230.0,5769.166666666667,13930.0,12,0,0,7,5,2023-09-18,2024-12-30,0,0.5833333333333334,59,56.138888888888886,57.090395480225986,42,31,5,71.1864406779661,0.0847457627118644,5,5.0,5.0,84.0,49.2,0,1,2.0,0.0,0.6,support,0.0,False,2023-12-23,989.0,2023-09-03,2023-12-23,111,3.6
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,0,0,14708.0,2451.3333333333335,5572.0,6,0,0,3,3,2024-03-07,2024-11-20,0,0.5,20,22.1125,66.3375,18,16,2,90.0,0.1,4,5.0,5.0,98.5,34.0,0,0,2.0,0.0,0.5,unknown,19.08,False,2024-07-29,1225.6666666666667,2024-02-23,2024-07-29,157,5.2
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,0,0,21237.0,1930.6363636363637,8159.0,11,1,1,3,8,2023-02-23,2024-11-07,0,0.2727272727272727,55,37.51694444444445,40.92757575757575,37,30,5,67.27272727272727,0.09090909090909091,6,4.25,3.0,87.5,47.833333333333336,1,0,3.0,16.666666666666664,0.5,unknown,0.0,False,2023-03-11,21237.0,2023-02-03,2023-03-11,36,1.2
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,0,0,54605.0,7800.714285714285,32437.0,7,1,0,2,5,2024-05-15,2024-12-15,1,0.2857142857142857,29,22.76222222222222,47.094252873563214,25,16,4,86.20689655172413,0.13793103448275862,4,3.0,3.0,105.5,37.5,0,0,1.0,0.0,0.25,unknown,45.83,False,2024-07-27,335.0,2024-04-09,2024-07-27,109,3.6
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,0,0,50817.0,3387.8,11542.0,15,0,2,9,6,2024-09-17,2024-12-25,-2,0.6,62,44.051944444444445,42.630913978494625,24,30,5,38.70967741935484,0.08064516129032258,2,3.981276595744681,,106.5,70.5,0,2,0.0,0.0,1.0,,0.0,,,1752.3103448275863,2024-08-26,,127,4.2
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,0,1,6449.0,921.2857142857143,2401.0,7,0,0,2,5,2024-11-01,2024-12-23,0,0.2857142857142857,43,36.165277777777774,50.46317829457364,19,27,8,44.18604651162791,0.18604651162790697,1,3.981276595744681,,12.0,56.0,0,1,0.0,0.0,1.0,,0.0,,,1289.8,2024-10-25,,67,2.2
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,0,0,43859.0,3654.9166666666665,12139.0,12,0,0,6,6,2023-06-02,2024-11-23,0,0.5,49,34.571666666666665,42.33265306122449,29,32,3,59.183673469387756,0.061224489795918366,5,4.333333333333333,4.0,126.0,27.6,0,1,2.0,0.0,0.6,budget,0.0,False,2023-03-05,719.0,2023-03-03,2023-03-05,2,0.1
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,0,0,2332.0,583.0,1078.0,4,0,0,1,3,2024-09-18,2024-12-29,0,0.25,16,12.462222222222222,46.733333333333334,17,14,3,106.25,0.1875,1,3.0,3.0,2.0,2.0,0,1,0.0,0.0,1.0,,0.0,,,106.0,2024-08-05,,148,4.9
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,0,0,1989.0,284.14285714285717,784.0,7,0,0,5,2,2024-01-30,2024-11-26,0,0.7142857142857143,33,34.65361111111111,63.006565656565655,18,21,7,54.54545454545454,0.21212121212121213,5,3.75,3.0,105.2,50.4,0,2,0.0,0.0,0.4,budget,0.0,False,2024-11-04,994.5,2023-11-08,2024-11-04,362,11.9
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,0,0,19790.0,2827.1428571428573,10945.0,7,1,0,3,4,2024-06-09,2024-11-28,1,0.42857142857142855,42,39.66305555555556,56.66150793650794,26,27,2,61.904761904761905,0.047619047619047616,3,5.0,5.0,81.0,42.0,0,1,0.0,0.0,0.3333333333333333,competitor,0.0,False,2024-06-03,682.4137931034483,2024-05-20,2024-06-03,14,0.5
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,0,0,34589.0,2161.8125,10348.0,16,3,1,12,4,2024-03-11,2024-11-07,2,0.75,72,61.83611111111111,51.530092592592595,48,33,5,66.66666666666666,0.06944444444444445,4,4.0,3.0,72.5,41.0,0,1,0.0,0.0,0.25,budget,12.99,True,2024-07-11,2161.8125,2023-11-27,2024-07-11,227,7.5
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,1,1,9027.0,1128.375,3582.0,8,1,0,5,3,2024-11-26,2024-12-30,1,0.625,44,41.83361111111111,57.045833333333334,16,27,7,36.36363636363637,0.1590909090909091,9,4.5,4.0,66.11111111111111,28.444444444444443,0,3,1.0,0.0,0.4444444444444444,,0.0,,,902.7,2024-11-21,,40,1.3
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,0,0,8540.0,1423.3333333333333,5572.0,6,1,0,4,2,2024-04-24,2024-12-13,1,0.6666666666666666,26,25.493333333333332,58.83076923076923,15,19,1,57.692307692307686,0.038461538461538464,4,3.0,3.0,98.25,26.0,0,0,1.0,0.0,0.25,features,10.5,False,2024-04-18,305.0,2023-10-03,2024-04-18,198,6.5
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,1,1,10362.0,942.0,5174.0,11,2,0,5,6,2024-07-21,2024-12-10,2,0.45454545454545453,61,49.76861111111111,48.95273224043716,31,31,5,50.81967213114754,0.08196721311475409,2,5.0,5.0,52.5,29.0,0,1,1.0,0.0,1.0,features,28.95,False,2024-07-09,2590.5,2024-06-15,2024-07-09,24,0.8
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,0,0,18746.0,1339.0,4508.0,14,2,1,6,8,2024-03-27,2024-12-17,1,0.42857142857142855,75,66.5775,53.26199999999999,43,35,6,57.333333333333336,0.08,6,4.0,3.0,88.0,16.0,1,3,1.0,16.666666666666664,0.6666666666666666,pricing,0.0,False,2024-10-17,2343.25,2024-03-22,2024-10-17,209,6.9
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,0,0,16577.0,1507.0,6766.0,11,0,3,7,4,2024-03-16,2024-11-30,-3,0.6363636363636364,61,46.79833333333333,46.03114754098361,55,29,9,90.1639344262295,0.14754098360655737,5,3.75,3.0,103.8,29.2,1,1,1.0,20.0,0.4,pricing,0.0,True,2024-04-23,1507.0,2024-02-23,2024-04-23,60,2.0
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,0,0,25079.0,1791.357142857143,12338.0,14,1,1,6,8,2023-12-10,2024-12-09,0,0.42857142857142855,54,50.631388888888885,56.257098765432104,19,27,7,35.18518518518518,0.12962962962962962,6,4.25,3.0,129.83333333333334,29.666666666666668,0,0,3.0,0.0,0.5,unknown,0.0,False,2024-12-19,1791.357142857143,2023-12-04,2024-12-19,381,12.5
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,0,0,28120.0,3124.4444444444443,6169.0,9,1,0,3,6,2024-02-27,2024-11-03,1,0.3333333333333333,46,37.0825,48.368478260869566,35,29,2,76.08695652173914,0.043478260869565216,5,4.0,3.0,80.6,33.4,1,0,3.0,20.0,0.6,competitor,0.0,False,2024-06-01,1480.0,2024-02-15,2024-06-01,107,3.5
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,0,0,17831.0,1114.4375,3184.0,16,4,1,8,8,2023-11-17,2024-12-23,3,0.5,83,72.2975,52.26325301204819,43,37,8,51.80722891566265,0.0963855421686747,6,3.0,3.0,125.33333333333333,34.666666666666664,2,1,2.0,33.33333333333333,0.5,features,0.0,False,2024-06-21,5943.666666666667,2023-09-16,2024-06-21,279,9.2
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,0,0,28081.0,2808.1,11542.0,10,2,1,6,4,2023-01-09,2024-09-18,1,0.6,44,30.843888888888888,42.05984848484848,20,28,6,45.45454545454545,0.13636363636363635,5,4.0,3.0,91.6,26.6,0,4,0.0,0.0,0.8,,0.0,,,5616.2,2023-01-02,,729,24.0
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,0,0,15072.0,1507.2,4557.0,10,0,0,6,4,2024-06-17,2024-12-22,0,0.6,44,35.42472222222222,48.30643939393939,45,29,1,102.27272727272727,0.022727272727272728,5,4.0,3.0,99.0,28.6,0,3,2.0,0.0,1.0,competitor,0.0,True,2024-12-06,1159.3846153846155,2024-06-14,2024-12-06,175,5.7
